Title,Date,Views,Likes,ViewsLog,LikesLog,Comments,Category,Duration,VideoID,Extracted,LTV,CTV,Diff,CommentsGroup,DiffGroup
¡Hora de colorear a Tung Tung Sahur! 🖌️🤩,2025-07-04T23:00:30Z,44266,1500,4.646070279683538,4.646070279683538,0,FilmAnimation,49,JYVe2rKgv7o,2025-7-05T00:00:00Z,0.03388605250079067,0.0,31,No Comments,<= 1 month
the UPDATED VFX For SUPERMAN's SPIN in James Gunn's SUPERMAN,2025-07-04T22:03:00Z,248402,2228,5.395155088225424,5.395155088225424,286,FilmAnimation,18,yNUv4QcvurI,2025-7-05T00:00:00Z,0.008969331969951934,0.00115135948985918,31,101-1000 Comments,<= 1 month
Como fiz a animação do @fazendeiro-k5y,2025-07-04T17:18:26Z,55,0,1.7403626894942439,1.7403626894942439,8,FilmAnimation,341,5oaqgvXo0FI,2025-7-05T00:00:00Z,0.0,0.14545454545454545,31,1-10 Comments,<= 1 month
👋 ¡Ven a jugar al estilo Pocoyó en Kiddopia! Únete a la diversión aquí: https://onelink.to/yvd43z,2025-07-04T15:01:29Z,4372463,39166,6.640726143144695,6.640726143144695,0,FilmAnimation,30,oGyvwzDHFQs,2025-7-05T00:00:00Z,0.00895742285297783,0.0,31,No Comments,<= 1 month
😱Spike Had an Accident at The Park! 🚑Sparkle and Friends Race to Help🏃‍♂️ Fire Spike Kids Stories 🔥,2025-07-04T12:00:53Z,5813005,5193,6.764400696510745,6.764400696510745,0,FilmAnimation,1209,MaXcDkdgipw,2025-7-05T00:00:00Z,0.0008933417397714263,0.0,31,No Comments,<= 1 month
"💞💞Fiancé cheated with stepsister, I switched fiancé and married a Mafia Boss—he spoils me senseless💞",2025-07-04T10:30:16Z,124148,827,5.09393972754777,5.09393972754777,31,FilmAnimation,1238,NSdIYVQBc7k,2025-7-05T00:00:00Z,0.006661404130553855,0.000249701968618101,31,11-100 Comments,<= 1 month
現代武器專家被意外炸成了軟飯硬吃的廢柴老爺，本想摟著三妻四妾擺爛躺平一生，誰料風韻猶存的美嬌娘竟是當朝女帝！ #chinese television dramas #逆袭 #爽剧 #豪门,2025-07-04T09:42:52Z,191818,2273,5.282889358485735,5.282889358485735,53,FilmAnimation,6083,t3kZMlR1dYg,2025-7-05T00:00:00Z,0.011849774265188876,0.00027630357943467243,31,11-100 Comments,<= 1 month
🔴LIVE! Wizards of Waverly Place Season 1 Full Episodes! 🔮 |  @disneychannel,2025-07-03T20:32:08Z,387300,2986,5.588047496986083,5.588047496986083,0,FilmAnimation,0,-JRuyL84OsQ,2025-7-05T00:00:00Z,0.007709785695843015,0.0,32,No Comments,<= 1 year
A Letter to My Younger Self | Anecdote by Manny XO,2025-07-03T17:38:48Z,123,2,2.089905111439398,2.089905111439398,0,FilmAnimation,77,Dcl9HuE4Beg,2025-7-05T00:00:00Z,0.016260162601626018,0.0,32,No Comments,<= 1 year
18歲女孩含淚替嫁給冷面總裁，本以為會受盡委屈，誰知冷面總裁在嘗到她的處女之身後，萬年冰山瞬間融化，把女孩留在身邊寵上天！【全集】#一口氣看完 #甜寵 #CEO #虐戀 #處子血 #處女 #初夜,2025-07-03T09:30:04Z,137619,1128,5.138678397747696,5.138678397747696,12,FilmAnimation,4625,46iE_00kosw,2025-7-05T00:00:00Z,0.008196542628561463,8.719726200597301e-05,32,11-100 Comments,<= 1 year
🔴 LIVE! | Big City Greens Full Episodes MEGA Livestream! 🏡💚 |  @disneychannelanimation,2025-07-02T21:47:17Z,420479,2117,5.623744310688363,5.623744310688363,0,FilmAnimation,0,KXqaDvcUjNc,2025-7-05T00:00:00Z,0.005034734196000276,0.0,33,No Comments,<= 1 year
The Full SUPERMAN vs ULTRMAN Fight (Currently),2025-07-02T20:50:00Z,9534,51,3.9792751475910233,3.9792751475910233,14,FilmAnimation,36,9f5Q2sAcgEY,2025-7-05T00:00:00Z,0.005349276274386407,0.0014684287812041115,33,11-100 Comments,<= 1 year
Incredibox Sprunki OC - A and F (from Alphabet Lore) #incredibox #sprunki #alphabetlore #sprunkioc,2025-07-02T15:45:05Z,598398,1638,5.776990133334989,5.776990133334989,10,FilmAnimation,7,SmwhR4AakHw,2025-7-05T00:00:00Z,0.002737308613999378,1.6711285799752005e-05,33,1-10 Comments,<= 1 year
Clyde S. Van Enkevort and Erie Trader - Bringing a Little Noise to Superior,2025-07-04T21:00:59Z,1699,112,3.230193378869046,3.230193378869046,14,AutosVehicles,458,hA5mgcGVph4,2025-7-05T00:00:00Z,0.0659211300765156,0.00824014125956445,31,11-100 Comments,<= 1 month
Virabrequim Aliviado de Peso - Mais leve ou Mais Pesado - Parte 2,2025-07-04T21:00:28Z,82,0,1.9138138523837167,1.9138138523837167,0,AutosVehicles,55,BGxwfIdJvN4,2025-7-05T00:00:00Z,0.0,0.0,31,No Comments,<= 1 month
BMW N55 Turbo Install With A Few Tips!,2025-07-04T12:00:16Z,197,8,2.294466226161593,2.294466226161593,0,AutosVehicles,380,C21m4LUIf5A,2025-7-05T00:00:00Z,0.04060913705583756,0.0,31,No Comments,<= 1 month
The Big Pet In Grow A Garden #roblox #growagarden #subscribe #fyp #viral #edit,2025-07-04T11:38:59Z,8206,101,3.914131512630894,3.914131512630894,2,AutosVehicles,43,usze_b23S2c,2025-7-05T00:00:00Z,0.012308067267852791,0.00024372410431391665,31,1-10 Comments,<= 1 month
Grow A Garden In Real Life#roblox #growagarden #fyp #viral,2025-07-04T01:35:38Z,37750,81,4.576916955965207,4.576916955965207,2,AutosVehicles,10,K-OzPQhIo24,2025-7-05T00:00:00Z,0.0021456953642384107,5.298013245033112e-05,31,1-10 Comments,<= 1 month
"I Bought A Fire-Damaged $2,000,000 Porsche 918 Spyder And It’s Worse Than You Can Imagine",2025-07-03T17:01:18Z,2450175,100841,6.389197104291113,6.389197104291113,9416,AutosVehicles,3180,tza6FwvFPcM,2025-7-05T00:00:00Z,0.04115665207587213,0.0038429908067791076,32,1001+ Comments,<= 1 year
PESCAR O REIR...  100 metros de profundidad y Octavio con una caña de los años 2000,2025-07-03T14:45:01Z,977,24,2.989894563718773,2.989894563718773,0,AutosVehicles,481,250y96p4Gms,2025-7-05T00:00:00Z,0.02456499488229273,0.0,32,No Comments,<= 1 year
#🤞a Mera dost#love 🫂 love mere dost#ajjubhaiandsooneeta,2025-07-02T09:32:09Z,76,6,1.8808135922807914,1.8808135922807914,0,AutosVehicles,15,X_wDrQsETqY,2025-7-05T00:00:00Z,0.07894736842105263,0.0,33,No Comments,<= 1 year
I met you in a desert town,2025-07-04T20:38:39Z,6,0,0.7781512503836436,0.7781512503836436,0,Music,247,SCoElUdWXts,2025-7-05T00:00:00Z,0.0,0.0,31,No Comments,<= 1 month
Forever by Eminem & Drake but it's a Minecraft Parody (Nether),2025-07-04T18:15:30Z,393,41,2.5943925503754266,2.5943925503754266,43,Music,286,e-s-Esyb4Yo,2025-7-05T00:00:00Z,0.10432569974554708,0.10941475826972011,31,11-100 Comments,<= 1 month
A Song That Never Comes,2025-07-04T18:10:47Z,13,0,1.1139433523068367,1.1139433523068367,0,Music,137,sBWyY5B07XA,2025-7-05T00:00:00Z,0.0,0.0,31,No Comments,<= 1 month
ElVIS ALOHA FROM HAWAII  (YOU GAVE ME A MOUNTAIN),2025-07-04T17:00:12Z,7790,790,3.8915374576725643,3.8915374576725643,15,Music,23,7FCdmUEGZMA,2025-7-05T00:00:00Z,0.10141206675224647,0.0019255455712451862,31,11-100 Comments,<= 1 month
I met a Yoruba man in Shenzhen China 🇨🇳 🇳🇬 🇬🇧🤣🤣❤️,2025-07-04T16:26:41Z,557,10,2.745855195173729,2.745855195173729,0,Music,65,ZU2igx5uFTY,2025-7-05T00:00:00Z,0.017953321364452424,0.0,31,No Comments,<= 1 month
Andrea Galluccio – CARAVAN (feat. Saskia Worf) | A Mystical Music Journey,2025-07-04T16:00:06Z,32141,676,4.507059384802115,4.507059384802115,16,Music,176,jKpkMjg86HU,2025-7-05T00:00:00Z,0.021032326312186926,0.0004978065399334183,31,11-100 Comments,<= 1 month
Natanzinho Lima -  A Noite - EM BH,2025-07-04T14:40:01Z,6228714,24239,6.794398390101405,6.794398390101405,329,Music,197,d5_42xL2bZg,2025-7-05T00:00:00Z,0.0038914934928783052,5.2819891874952035e-05,31,101-1000 Comments,<= 1 month
