Title,Date,Views,Likes,ViewsLog,LikesLog,Comments,Category,Duration,VideoID,Extracted,LTV,CTV,Diff,CommentsGroup,DiffGroup
Sam Witwer Talks About The Obi-Wan Kenobi Show,2024-08-03T14:12:47Z,1139539,56447,6.05672919322412,6.05672919322412,1276,FilmAnimation,58,E-NFRqx0vnQ,2024-8-05T00:00:00Z,0.0495349435166326,0.001119751057225773,366,1001+ Comments,<= 2 years
Patton Oswalt Predicited The Book Of Boba Fett's Opening Scene,2024-08-02T17:20:36Z,14268,885,4.154363100666316,4.154363100666316,29,FilmAnimation,35,la2TAAhkgEo,2024-8-05T00:00:00Z,0.062026913372582,0.0020325203252032522,367,11-100 Comments,<= 2 years
A oto zasady 🎀 #Shorts #mashaandthebear #JakaMatkaTakaCórka,2024-08-02T07:00:28Z,780949,7444,5.8926226731323785,5.8926226731323785,0,FilmAnimation,11,nQTv9VMkMhU,2024-8-05T00:00:00Z,0.009531992486065032,0.0,367,No Comments,<= 2 years
Agent Kallus Was Originally In The Chiss Ascendancy?,2024-08-02T00:00:10Z,6776,278,3.8309733973226505,3.8309733973226505,6,FilmAnimation,26,JP3f_BGZ4gI,2024-8-05T00:00:00Z,0.0410271546635183,0.0008854781582054309,367,1-10 Comments,<= 2 years
how we wash a smelly cat,2024-08-01T08:13:46Z,639,23,2.8055008581584002,2.8055008581584002,0,FilmAnimation,58,HNiAVr42FE8,2024-8-05T00:00:00Z,0.03599374021909233,0.0,368,No Comments,<= 2 years
me and Daniel during a 1V1,2024-07-31T19:14:08Z,9,0,0.9542425094393249,0.9542425094393249,0,FilmAnimation,11,-f5_a-RHFvY,2024-8-05T00:00:00Z,0.0,0.0,369,No Comments,<= 2 years
a super fluffy cat (Lost in the Clouds),2024-07-30T16:43:03Z,469,13,2.6711728427150834,2.6711728427150834,2,FilmAnimation,57,haGjaELSUa0,2024-8-05T00:00:00Z,0.02771855010660981,0.0042643923240938165,370,1-10 Comments,<= 2 years
Harrison Ford On Flying The Millennium Falcon In Star Wars,2024-07-29T17:00:52Z,4196382,128051,6.622875015494073,6.622875015494073,1116,FilmAnimation,59,0WdmLf8HhdA,2024-8-05T00:00:00Z,0.03051461949841554,0.00026594337693756193,371,1001+ Comments,<= 2 years
George Lucas On How The Lightsaber Effect Was Created,2024-07-27T13:35:00Z,868688,23364,5.9388638222384635,5.9388638222384635,347,FilmAnimation,52,TmaQPcfeZWY,2024-8-05T00:00:00Z,0.02689573241486011,0.00039945296815427405,373,101-1000 Comments,<= 2 years
How The Mandalorians Costumes Were Designed For Mando S3,2024-07-26T03:00:41Z,11744,734,4.069816042571995,4.069816042571995,10,FilmAnimation,57,y61ttwloIsw,2024-8-05T00:00:00Z,0.0625,0.0008514986376021798,374,1-10 Comments,<= 2 years
How Emily Swallow BECAME The ARMOR for Mando Season 3,2024-07-26T00:00:19Z,1627019,55475,6.2113926245699105,6.2113926245699105,492,FilmAnimation,26,LtKKc6a05-4,2024-8-05T00:00:00Z,0.03409609844752889,0.00030239351845307277,374,101-1000 Comments,<= 2 years
Jon Favreau Talks About Bringing The Mythosaur Into Mando S3,2024-07-25T13:43:26Z,172329,9713,5.236358367872833,5.236358367872833,118,FilmAnimation,59,r7bhSwvR0xg,2024-8-05T00:00:00Z,0.05636311938211212,0.0006847367535353887,375,101-1000 Comments,<= 2 years
Katee Sackhoff Talks The Luke Skywalker Cameo In Mando S2,2024-07-25T00:00:35Z,5030,304,3.7015679850559273,3.7015679850559273,6,FilmAnimation,58,_tj5iwL7D2s,2024-8-05T00:00:00Z,0.060437375745526836,0.0011928429423459245,375,1-10 Comments,<= 2 years
A Stands For Arson 😳 (Animation Meme) #shorts,2024-07-23T19:00:11Z,7546089,411987,6.8777219230463915,6.8777219230463915,3320,FilmAnimation,19,OGRmBIOlEvc,2024-8-05T00:00:00Z,0.05459609607042801,0.00043996300600218207,377,1001+ Comments,<= 2 years
George Lucas Talks About The Original Idea For Star Wars,2024-07-23T18:00:07Z,1448827,75696,6.161016530791472,6.161016530791472,828,FilmAnimation,46,D37l-XVXoZk,2024-8-05T00:00:00Z,0.05224640346984147,0.0005714968039662431,377,101-1000 Comments,<= 2 years
George Lucas Talks About The Origins Of Darth Vader,2024-07-23T14:56:11Z,47882,3116,4.680172282311302,4.680172282311302,34,FilmAnimation,23,LkFrmjL6z2c,2024-8-05T00:00:00Z,0.06507664675661,0.0007100789440708408,377,11-100 Comments,<= 2 years
Dave Filoni Talks The Maul VS Ahsoka Fight In Clone Wars,2024-07-22T16:00:03Z,14713,907,4.167701234971369,4.167701234971369,9,FilmAnimation,40,aI_--RMaapE,2024-8-05T00:00:00Z,0.06164616325698362,0.0006117039352953171,378,1-10 Comments,<= 2 years
Ray Park Talks Returning As Maul In The Clone Wars Season 7,2024-07-22T13:47:00Z,32169,2411,4.507437560708248,4.507437560708248,18,FilmAnimation,53,1P89DHqCjJI,2024-8-05T00:00:00Z,0.07494793123814852,0.0005595449034785042,378,11-100 Comments,<= 2 years
Dave Filoni Talks About The Siege Of Mandalore In Clone Wars,2024-07-22T00:00:08Z,25678,2030,4.40956119452185,4.40956119452185,16,FilmAnimation,32,Ld1mL2e1R2c,2024-8-05T00:00:00Z,0.07905600124620298,0.0006231014876548018,378,11-100 Comments,<= 2 years
THE EPIC KICK! | Talking Tom | Video for Kids | WildBrain Zoo,2024-07-21T13:00:16Z,14444969,28364,7.15971661415229,7.15971661415229,0,FilmAnimation,3441,MHvZqKwhM9A,2024-8-05T00:00:00Z,0.0019635902299271115,0.0,379,No Comments,<= 2 years
MÁQUINA LASER CO2 COM DUAS CABEÇAS DE CORTE. MONTE A SUA!,2024-07-20T23:43:54Z,102,0,2.0086001717619175,2.0086001717619175,0,FilmAnimation,72,rh9pUpDgTYg,2024-8-05T00:00:00Z,0.0,0.0,380,No Comments,<= 2 years
Mark Hamill Talks About Being a Farm Boy In Star Wars,2024-07-20T22:00:16Z,18942,1242,4.277425832275861,4.277425832275861,19,FilmAnimation,32,UvxqCPCnj-o,2024-8-05T00:00:00Z,0.06556857776369972,0.0010030619786717348,380,11-100 Comments,<= 2 years
