Title,Date,Views,Likes,Comments,Video_ID,Category,Extracted: ,LTV,CTL,Diff
Gen-Z Influencers as Parents | Take A Break,2025-03-23T03:29:55Z,1388183,34124,963,RuTenKg50Vg,Comedy,,2.458177344,2.82206072,91
get a buck kid🤣 #trending #basketball #tiktokviral #tiktok #tiktokvideo #sports #goviral #like,2025-03-22T13:48:07Z,3844,195,2,RoOaDX1x8tE,Comedy,,5.072840791,1.025641026,92
Jonah A VeggieTales Movie (2002) Theatrical Teaser Part 2 (FULL SCREEN),2025-03-22T04:02:34Z,0,0,0,LlPVA4vXokE,Comedy,,#DIV/0!,#DIV/0!,92
Beautiful AI Short Story of a Wise Tortoise and Proud Rabbit #ai#youtubeshorts#shorts#viral#ytshorts,2025-03-18T02:01:19Z,49,9,0,WwL5Ib0ZWnM,Comedy,,18.36734694,0,96
Messing with Doug he has a gyat #gorillatag #gtag #vr #gorillatagfun,2025-03-15T13:19:27Z,479,20,9,jjk5sMdrj9s,Comedy,,4.175365344,45,99
Sigma Son  #short #drama #dramamovies,2025-03-11T04:00:25Z,2428530,44863,100,MNVBYyZ6k84,Comedy,,1.847331513,0.2229008314,103
My guy has a future lol🤣#gorillatag #gtag #vr,2025-03-09T10:56:48Z,964,38,6,rahQn18GjNg,Comedy,,3.941908714,15.78947368,105
A Short Leash.,2025-03-07T02:00:03Z,544,78,3,2_q3itfWwSc,Comedy,,14.33823529,3.846153846,107
Russian roulette is not the same without a gun…#gorillatag #vr,2025-03-02T18:18:02Z,490,12,1,uBV_4vUM4KM,Comedy,,2.448979592,8.333333333,112
,,,,,,,,#DIV/0!,#DIV/0!,#VALUE!
,,,,,,,,#DIV/0!,#DIV/0!,#VALUE!
Spooky Mystical Fairy Tale Compilation | The Wolf and the Seven Little Goats  Pinkfong Official,2025-04-15T23:00:46Z,2305850,3488,0,gYSYFEQAv5c,Education,,0.1512674285,0,68
Mashallah subhan Allah tilawat Quran majeed in a beautiful Islamic video ❤️ #shorts #ytshorts #love,2025-04-15T07:31:40Z,27583,1857,6,MYbyCnM6ZSM,Education,,6.732407642,0.3231017771,68
The Hole In Relativity Einstein Didn’t Predict,2025-04-14T16:31:04Z,7806695,232945,12899,lcjdwSY2AzM,Education,,2.983913167,5.537358604,69
A restaurant and a complaint 🍽️,2025-04-14T15:46:11Z,7900741,159564,113,LcxUIaZsOVY,Education,,2.019608034,0.07081797899,69
"20 for 200 in a book, good business🤯🥺 #short",2025-04-14T15:38:53Z,1623,6,0,qyIrNAoGC28,Education,,0.3696857671,0,69
"Drink 1 Tablespoon A Day! - Beat Diabetes, Weight Gain, Fatigue & Inflammation | Jessie Inchauspé",2025-04-14T12:33:41Z,254577,5583,436,26MzE1yxKnQ,Education,,2.193049647,7.809421458,69
Mashallah subhan Allah tilawat Quran majeed in a beautiful voice of united state ❤️#shorts #quran,2025-04-14T07:24:58Z,15878,1219,15,mEtLyRfggvs,Education,,7.677289331,1.230516817,69
"Draw Heart ❤️ in Just ""20 Sec"" ⏱️ | A Wonderful Fastest Way | How to draw heart shape in illustrator",2025-04-14T05:41:22Z,33,2,0,NSS61Ppu2oM,Education,,6.060606061,0,69
a man and tiger 🐅🐯,2025-04-14T02:39:03Z,1425,19,0,zLCXndNeyX4,Education,,1.333333333,0,69
"How To Make A Churchwarden Pipe, With Simple Tools",2025-04-13T21:52:29Z,3439,210,65,LuyKW9PQtCU,Education,,6.106426287,30.95238095,70
Como Usar Taioba no Lanche,2025-04-13T13:00:01Z,135,4,8,aE7PHAF-4ok,Education,,2.962962963,200,70
Mashallah surah Al fatha in a beautiful voice of united state ❤️#shorts #quran #love #like #live #uk,2025-04-13T06:59:06Z,1696,115,2,HYRemFr92fE,Education,,6.780660377,1.739130435,70
"Build a Resume-Worthy Full Stack App in a Weekend | React, Spring Boot MongoDB | EP1: Demo & Setup",2025-04-12T18:49:13Z,69,0,0,5y03apPF0js,Education,,0,#DIV/0!,71
They are collecting garbage but the girls have a big ❤️🔥 #shorts,2025-04-12T17:38:48Z,32614,92,0,WZiPrJOdSYM,Education,,0.2820874471,0,71
PÁSCOA! A verdadeira história || SEMANA SANTA EXPLICADA PARA CRIANÇAS 🐣✨,2025-04-12T12:00:01Z,126713,1609,61,aGkJX3sf4UY,Education,,1.269798679,3.791174643,71
Shocking UFO Cover-Up: Evidence from a Former Air Force Officer,2025-04-11T13:01:29Z,5272,291,5,sP6IvreeBi8,Education,,5.519726859,1.718213058,72
Elevator Free Fall 😱 How to Survive a Falling Elevator? | Lift Safety Tips with Dr. Binocs,2025-04-11T12:30:52Z,2200711,4213,0,orv0mGIB5Cs,Education,,0.1914381307,0,72
Um ano a cuidar de um tio com cancro,2025-04-11T07:49:50Z,27,0,0,qNbxvkvbWC4,Education,,0,#DIV/0!,72
Death of a Hornet Colony 😨,2025-04-10T13:01:50Z,2495633,109109,226,byH7o6IKjU8,Education,,4.371997004,0.2071323172,73
Dark Female Psychology | She’ll Break You Without Saying a Word,2025-04-09T20:01:47Z,321,16,1,vfFNmDqu9Cw,Education,,4.984423676,6.25,74
"Prova do DETRAN 2025, conteúdo para a prova do DETRAN 2025",2025-04-09T16:32:43Z,1122,59,2,BWCgqsq9VdM,Education,,5.258467023,3.389830508,74
A Casa de Cabeça pra Baixo ✨ Historinha Engraçada do Detetive Labrador 🔍 1 Hora 🎬 Compilação,2025-04-09T13:01:33Z,1771616,4037,0,wUX70diWDaQ,Education,,0.2278710511,0,74
Spin the CoComelon Wheel and Win a 🎈🐻 BALLOON ANIMAL! Guess Which Animal! #shorts,2025-04-09T07:00:24Z,5947330,42394,0,XC7alcOCZ2U,Education,,0.712824074,0,74
a man by the new car,2025-04-09T05:55:58Z,1843,11,0,3r7RrIz-qlY,Education,,0.5968529571,0,74
Mashallah subhan Allah tilawat Quran majeed in a beautiful voice of united state ❤️#shorts #quran,2025-04-09T05:07:33Z,2682,199,4,6iwYBEH_PNA,Education,,7.419835943,2.010050251,74
🚨 Como São as Provas no EAD DA UNIASSELVI em 2025?,2025-04-08T21:45:41Z,1612,165,41,9Oe4oiZ-1zA,Education,,10.23573201,24.84848485,75
Receiving food on the plane ✈️ #teachingenglish #englishlanguage,2025-04-08T18:59:32Z,38980175,623973,471,g_lmmkgnjVI,Education,,1.600744481,0.07548403537,75
I have a magic🌟💫 #shorts,2025-04-08T15:37:44Z,2089,8,0,VZjB20MndUo,Education,,0.3829583533,0,75
De Product Manager a Head of Product: descubre cómo escalar tu carrera según Eloi Pardo de Cabify 🧩,2025-04-08T14:05:39Z,1,1,6,IYJT7Yw5Xf8,Education,,100,600,75
Mashallah subhan Allah tilawat Quran majeed in a beautiful voice of united state ❤️#shorts #love #uk,2025-04-08T13:25:48Z,36940,1387,12,Yn-wm0DOaRs,Education,,3.754737412,0.8651766402,75
Del Desánimo a las VENTAS: 7 consejos para Vender Camisetas personalizadas,2025-04-07T23:15:31Z,156,10,3,3BgFbISy3Es,Education,,6.41025641,30,76
Mashallah subhan Allah tilawat Quran majeed in a beautiful voice of united state ❤️#shorts #quran,2025-04-07T19:18:45Z,3420,175,2,4IKB_F1CkKg,Education,,5.116959064,1.142857143,76
¿Ronin volverá a explotar en 2025? Análisis completo de RON,2025-04-07T19:02:36Z,106,4,1,HMx8yfCO46A,Education,,3.773584906,25,76
"Prova do DETRAN 2025, conteúdo para a prova do DETRAN",2025-04-07T16:31:49Z,1248,61,0,shy5BLEU9F4,Education,,4.887820513,0,76
A small effort from my side🔥 #shorts,2025-04-07T15:27:31Z,1388,7,0,2gierEWFoww,Education,,0.5043227666,0,76
Mashallah subhan Allah tilawat Quran majeed in a beautiful voice of united state ❤️#shorts #quran,2025-04-07T07:14:18Z,1368,54,1,axiIns-gtKs,Education,,3.947368421,1.851851852,76
