Title,Date,Views,Likes,ViewsLog,LikesLog,Comments,Category,Duration,VideoID,Extracted,LTV,CTL,Diff,CommentsGroup,DiffGroup
A talented girl repaired a war-damaged diesel engine at a scrapyard. The technical difficulty!,2025-08-01T23:00:46Z,4851,379,3.6858312746260635,3.6858312746260635,18,HowtoStyle,4102,p5_6znsFwG4,2025-8-02T00:00:00Z,0.07812822098536384,0.0037105751391465678,1,11-100 Comments,<= 1 week
Fast and Fun Ways to Chop Like a Pro 🍉,2025-08-01T23:00:06Z,8549,157,3.931915317081246,3.931915317081246,0,HowtoStyle,59,6yHhYs9p6bY,2025-8-02T00:00:00Z,0.01836472102000234,0.0,1,No Comments,<= 1 week
이런 노각 보셨나요? 너무너무 맛있어요,2025-08-01T23:00:06Z,75882,2384,4.880138768941943,4.880138768941943,97,HowtoStyle,374,7iBBDojW690,2025-8-02T00:00:00Z,0.031417200390079336,0.0012783005192272211,1,11-100 Comments,<= 1 week
"Vale a pena? Mondaine 1954 Open Heart, Banhado, Safira Miyota. Review Técnico Ezequias Relojoeiro ",2025-08-01T22:33:09Z,5451,626,3.7364761820276966,3.7364761820276966,67,HowtoStyle,808,5ae1PABxCME,2025-8-02T00:00:00Z,0.11484131352045496,0.012291322693083837,1,11-100 Comments,<= 1 week
"Whoever installed this lock definitely had a spreadsheet, a blueprint, and maybe even a PowerPoint",2025-08-01T22:00:54Z,26010,306,4.4151403521958725,4.4151403521958725,8,HowtoStyle,15,r6gmQ1RL_74,2025-8-02T00:00:00Z,0.011764705882352941,0.00030757400999615535,1,1-10 Comments,<= 1 week
THE RICKSHAW.. A Catch And Cook Adventure..,2025-08-01T21:38:27Z,59417,2567,4.773910720232087,4.773910720232087,175,HowtoStyle,2121,iiDT3GiP8Xo,2025-8-02T00:00:00Z,0.043203123685140614,0.0029452850194388812,1,101-1000 Comments,<= 1 week
Hulk Hogan had a MASSIVE SECRET and we just found out what it was... Reaction!,2025-08-01T21:07:42Z,54103,6016,4.733221347312165,4.733221347312165,309,HowtoStyle,824,FlvxDaiWhSA,2025-8-02T00:00:00Z,0.1111953126444005,0.005711328392140916,1,101-1000 Comments,<= 1 week
Turning a Giant Balloon into a Chandelier - Part 2,2025-08-01T21:02:37Z,35764,1039,4.553446086208255,4.553446086208255,15,HowtoStyle,18,Blbwa07e62Q,2025-8-02T00:00:00Z,0.0290515602281624,0.00041941617268761885,1,11-100 Comments,<= 1 week
Take a sneak peek at Lauren’s Grove… An urban Oasis.,2025-08-01T21:00:52Z,7748,797,3.889189612047073,3.889189612047073,32,HowtoStyle,870,hLfcaIC2gGY,2025-8-02T00:00:00Z,0.1028652555498193,0.004130098089829634,1,11-100 Comments,<= 1 week
Uma joia com poder de cura? Conheça a kunzita,2025-08-01T21:00:51Z,29345,1309,4.4675341138495925,4.4675341138495925,16,HowtoStyle,20,n_6Wrln_Opc,2025-8-02T00:00:00Z,0.044607258476742205,0.0005452376895552905,1,11-100 Comments,<= 1 week
Tattered Pixie is a magical rejuvenation for 10 years! #pixie  #haircut #hairstyle,2025-08-01T20:54:29Z,18551,296,4.268367325421484,4.268367325421484,5,HowtoStyle,34,voSlTWOGmPc,2025-8-02T00:00:00Z,0.01595601315292976,0.0002695272492048946,1,1-10 Comments,<= 1 week
Installing a Modern Bottom Bracket on a 1989 Frame,2025-08-01T20:45:02Z,67959,739,4.83224697970735,4.83224697970735,3,HowtoStyle,19,fAd1ixTJlDw,2025-8-02T00:00:00Z,0.010874203563913536,4.414426345296429e-05,1,1-10 Comments,<= 1 week
"HOME REFRESH : HOW I RESET MY HOME AFTER A TRIP! (UNPACK, CLEAN & COOK WITH ME) | OMABELLETV",2025-08-01T20:01:21Z,8737,519,3.9413623357117613,3.9413623357117613,27,HowtoStyle,872,LkCmvPG0SII,2025-8-02T00:00:00Z,0.05940254091793522,0.0030903055968868032,1,11-100 Comments,<= 1 week
Treat Yourself on a Budget With These Restaurant-Quality Dinner Ideas,2025-08-01T20:00:21Z,11549,841,4.062544381346465,4.062544381346465,32,HowtoStyle,1321,H067GrGJAwo,2025-8-02T00:00:00Z,0.07282015758940168,0.002770802666897567,1,11-100 Comments,<= 1 week
Superyacht Captain Builds Jaw-Dropping Tiny Home Paradise in the Australian Rainforest,2025-08-01T20:00:01Z,234683,12976,5.370481631253507,5.370481631253507,621,HowtoStyle,1387,jZTtx24pQ6c,2025-8-02T00:00:00Z,0.05529160612400558,0.0026461226420320177,1,101-1000 Comments,<= 1 week
"*Epic* Birthday Lunches! 🎉 Grow a Garden, Pokémon, Mac & Cheese Cone & Ice Cream Casserole 🍦🍱",2025-08-01T20:00:41Z,14066,410,4.148170613077387,4.148170613077387,109,HowtoStyle,1431,rQHHDH-glf4,2025-8-02T00:00:00Z,0.029148300867339685,0.007749182425707379,1,101-1000 Comments,<= 1 week
5 Signs You Are Carrying a Mantle That You Are Unaware Of | Spiritual Gifts | Joshua Generation,2025-08-01T19:45:06Z,14117,1950,4.149742414713404,4.149742414713404,485,HowtoStyle,637,133cgFX9STU,2025-8-02T00:00:00Z,0.1381313310193384,0.034355741304809805,1,101-1000 Comments,<= 1 week
What a Bitter Disappointment 🤷‍♂️ Are they LOST For words?,2025-08-01T19:40:16Z,101852,8340,5.007969561371881,5.007969561371881,1373,HowtoStyle,769,bpyIqbdtBTs,2025-8-02T00:00:00Z,0.08188351726033853,0.013480344028590503,1,1001+ Comments,<= 1 week
APERITIVO DE VERANO para gozar! prepáralo con antelación 👍🏻 - GUILLE RODRIGUEZ,2025-08-01T19:31:23Z,70806,1883,4.85007006074745,4.85007006074745,97,HowtoStyle,583,wa3FEZf6fcE,2025-8-02T00:00:00Z,0.02659379148659718,0.0013699404005310285,1,11-100 Comments,<= 1 week
Construímos a TUN TUN SAHUR en la Vida Real | ¿¡Adoptada por el Brainrot Italiano!?,2025-08-01T19:30:00Z,30083,202,4.478321143704149,4.478321143704149,4,HowtoStyle,3241,03ehTTzk2BE,2025-8-02T00:00:00Z,0.006714755842169996,0.00013296546222118805,1,1-10 Comments,<= 1 week
Want a Viable Small Farm? Enterprise Stacking Could Be The Answer!,2025-08-01T19:00:54Z,4317,255,3.635182048656268,3.635182048656268,18,HowtoStyle,1243,yS777Rg1_o0,2025-8-02T00:00:00Z,0.05906879777623349,0.004169562195969423,1,11-100 Comments,<= 1 week
What A Difference A Year Can Make!!,2025-08-01T19:02:10Z,79924,8559,4.902677211134544,4.902677211134544,878,HowtoStyle,1567,WfVWICcI8gU,2025-8-02T00:00:00Z,0.10708923477303438,0.010985436164356138,1,101-1000 Comments,<= 1 week
How to Drink like a Pirate: Bumboo | How to Drink,2025-08-01T18:22:48Z,63233,3930,4.800943786787732,4.800943786787732,381,HowtoStyle,1138,MthbPtA7NK4,2025-8-02T00:00:00Z,0.06215109199310487,0.006025334872613983,1,101-1000 Comments,<= 1 week
splitting firewood on a hot day # 750,2025-08-01T18:15:05Z,10709,1882,4.0297489185668365,4.0297489185668365,96,HowtoStyle,1562,bHD_BGmcQAU,2025-8-02T00:00:00Z,0.17574003174899616,0.008964422448407882,1,11-100 Comments,<= 1 week
*NEW* GROW A GARDEN CODES FOR AUGUST 2025 | ALL WORKING CODES IN GROW A GARDEN ROBLOX! (UPDATE),2025-08-01T18:10:41Z,28238,1093,4.450833933891004,4.450833933891004,62,HowtoStyle,223,-e2pkCcw85E,2025-8-02T00:00:00Z,0.038706707273886254,0.0021956229194702174,1,11-100 Comments,<= 1 week
FUI A LA BODA DEL AMOR DE MI VIDA - HISTORIA DE UNA SEGUIDORA - AMY REY,2025-08-01T18:00:36Z,55098,3154,4.741135834700641,4.741135834700641,327,HowtoStyle,871,ZHM9bxtEQeA,2025-8-02T00:00:00Z,0.057243457112780866,0.005934879668953501,1,101-1000 Comments,<= 1 week
What a funny king #royal #princewilliam #katemiddeleton #king,2025-08-01T18:00:16Z,84867,1309,4.928738850385991,4.928738850385991,14,HowtoStyle,7,BClMOyysEvQ,2025-8-02T00:00:00Z,0.015424134233565461,0.00016496400249802634,1,11-100 Comments,<= 1 week
The Next HUGE Challenge BEGINS! ,2025-08-01T18:00:07Z,50264,9872,4.701257046707883,4.701257046707883,619,HowtoStyle,1733,Zt2XisPvrSU,2025-8-02T00:00:00Z,0.1964029922011778,0.012314976921852619,1,101-1000 Comments,<= 1 week
HOW to get ALL NEW SECRET BRAINROT in STEAL A BRAINROT | Get SECRETS FAST and FOR FREE!,2025-08-01T17:43:27Z,8193,331,3.913442954859396,3.913442954859396,49,HowtoStyle,238,8sE3XS8VqVY,2025-8-02T00:00:00Z,0.04040034175515684,0.005980715244721104,1,11-100 Comments,<= 1 week
The Most Overlooked Key to a Less Stressful Financial Life,2025-08-01T17:15:07Z,18903,2081,4.27653073433479,4.27653073433479,98,HowtoStyle,682,kRonwaYUW6M,2025-8-02T00:00:00Z,0.11008834576522245,0.005184362270539068,1,11-100 Comments,<= 1 week
How to make a gift box #fyp #giftwrapping #how #howto #gift #giftpackaging #tutorial #byrubbia #idea,2025-08-01T17:05:07Z,60449,2092,4.781389120778691,4.781389120778691,23,HowtoStyle,60,_6W60j9_r7A,2025-8-02T00:00:00Z,0.03460768581779682,0.00038048602954556736,1,11-100 Comments,<= 1 week
VICTORINO VA A LA CASITA DE BENITO PRIMERO QUE CHENTE Y MOLUSCO / BAD BUNNY SALUDA A VICTORINO ,2025-08-01T17:00:07Z,28904,818,4.460957948559966,4.460957948559966,90,HowtoStyle,2620,VCobWgX0vPQ,2025-8-02T00:00:00Z,0.02830058123443122,0.003113755881538887,1,11-100 Comments,<= 1 week
A cosa serve un sacchetto sulla scopa?,2025-08-01T17:00:16Z,9031,55,3.9557358422776656,3.9557358422776656,1,HowtoStyle,42,DGgMz4GCjXU,2025-8-02T00:00:00Z,0.0060901339829476245,0.00011072970878086591,1,1-10 Comments,<= 1 week
What I made as a personal chef in Beverly Hills. Duck breast. Cherry Sherry Saba Reduction,2025-08-01T16:01:04Z,601371,43213,5.779142481224351,5.779142481224351,604,HowtoStyle,140,YjG60YpGGa8,2025-8-02T00:00:00Z,0.07185747234236436,0.0010043716773838445,1,101-1000 Comments,<= 1 week
They're Calling this a Dresser!?,2025-08-01T16:01:36Z,21697,2399,4.336399688986083,4.336399688986083,136,HowtoStyle,1371,qdOxJ7SujiM,2025-8-02T00:00:00Z,0.11056828132921602,0.006268147670184818,1,101-1000 Comments,<= 1 week
♻️ Não deite fora garrafas de plástico... Veja a beleza que fiz com elas! 🔥,2025-08-01T16:01:53Z,4591,170,3.661907292766021,3.661907292766021,12,HowtoStyle,708,z5KV0lCKE3E,2025-8-02T00:00:00Z,0.037028969723371816,0.002613809627532128,1,11-100 Comments,<= 1 week
A Tour of Terrible Ads on Yahoo (Plus a Little Mild Scambaiting),2025-08-01T16:01:01Z,73206,5871,4.864546677507894,4.864546677507894,852,HowtoStyle,1058,VeD9dUUFl-E,2025-8-02T00:00:00Z,0.08019834439800017,0.011638390295877387,1,101-1000 Comments,<= 1 week
We Faced a GIANT Pallet! 💥 David & Goliath Style Unboxing!,2025-08-01T16:00:07Z,16681,1228,4.222222082360713,4.222222082360713,29,HowtoStyle,1843,1Y9-m9hzUxw,2025-8-02T00:00:00Z,0.07361668964690367,0.0017385048857982135,1,11-100 Comments,<= 1 week
Do This Every Day If you Want To Be A Better Guitar Player,2025-08-01T16:00:04Z,10529,793,4.022387125686438,4.022387125686438,107,HowtoStyle,472,e5TYidhgrz8,2025-8-02T00:00:00Z,0.07531579447240953,0.010162408585810618,1,101-1000 Comments,<= 1 week
Piwo a zaburzenia gospodarki estrogenowej –coś więcej niż tylko „brzuch piwny”!,2025-08-01T16:00:01Z,7066,231,3.8491736330988267,3.8491736330988267,2,HowtoStyle,44,0MRdQa-lFlY,2025-8-02T00:00:00Z,0.0326917633739032,0.0002830455703368242,1,1-10 Comments,<= 1 week
Tiene mucho talento 😱 #bike  #stunt #bikershorts #bikelife,2025-08-01T15:20:42Z,184336,1538,5.26561015928074,5.26561015928074,12,HowtoStyle,10,T1dWl8-UGRE,2025-8-02T00:00:00Z,0.008343459769117264,6.509851575384082e-05,1,11-100 Comments,<= 1 week
YAY! 📱 I Made a Paper Phone and It’s AMAZING! ✂️😎,2025-08-01T15:01:34Z,59836,1182,4.776962553506289,4.776962553506289,0,HowtoStyle,47,oQKIeksrgL0,2025-8-02T00:00:00Z,0.019753994250952603,0.0,1,No Comments,<= 1 week
Smart for Cyclists! A Trick with a Bike Fork and Zip Tie! #bike,2025-08-01T15:01:25Z,65989,295,4.81947154709568,4.81947154709568,5,HowtoStyle,6,ivQxGP_ZKws,2025-8-02T00:00:00Z,0.004470442043370865,7.577020412492992e-05,1,1-10 Comments,<= 1 week
Remove a stuck threaded pipe with just wood and screws #pipe #wood #remove #fix,2025-08-01T15:01:22Z,225749,885,5.353625835196202,5.353625835196202,1,HowtoStyle,9,eZKZU9g_pp4,2025-8-02T00:00:00Z,0.00392028314632623,4.429698470425118e-06,1,1-10 Comments,<= 1 week
Jöhet a PART2? 😭 #missmood #hungary #magyar #clothing,2025-08-01T14:43:53Z,124756,2334,5.096061441704083,5.096061441704083,16,HowtoStyle,60,gakWhNfs8zM,2025-8-02T00:00:00Z,0.01870851902914489,0.00012825034467280131,1,11-100 Comments,<= 1 week
aaj kumbkaran ko fail kar diya / How did I spend a rainy day at home? #shorts #minivlog #rainyday,2025-08-01T14:38:04Z,2324,46,3.366236123718293,3.366236123718293,1,HowtoStyle,74,zoUyFm-2SaA,2025-8-02T00:00:00Z,0.019793459552495698,0.0004302925989672978,1,1-10 Comments,<= 1 week
