Title,Date,Views,Likes,Comments,Category,Duration,VideoID,Extracted,LTV,CTL,Diff
‘BLAME GAME HAS STARTED’: Harris surrogate says we weren’t expecting a blow out at all,2024-11-06T14:00:23Z,3380844,38313,13019,NewsPolitics,0:07:51,RJj2HBXL00g,2024-11-14T00:00:00Z,0.011332377359026325,0.3398063320543941,250
How Trump Defeated Harris for President: Key Election Campaign Moments | WSJ,2024-11-06T10:36:29Z,1383457,21085,3656,NewsPolitics,0:07:47,C450EnxM2fM,2024-11-14T00:00:00Z,0.015240806183350837,0.17339340763576003,250
Kevin O'Leary calls this a 'great' night for Dems if they lose: 'Reset and reboot',2024-11-06T06:45:03Z,217891,2548,987,NewsPolitics,0:08:15,iHytdlFRESs,2024-11-14T00:00:00Z,0.01169392035467275,0.3873626373626374,250
COMPROMETETE DESDE AHORA A SER MAS FIRME CONTIGO MISMO |Discurso Motivacional - Jim Rohn,2024-11-13T21:58:40Z,553,17,0,HowtoStyle,0:33:35,aWkBXCDCRyI,2024-11-14T00:00:00Z,0.03074141048824593,0.0,243
How to Create a WEBSITE with Canva for Free (Simple Steps),2024-11-13T11:33:21Z,204768,11103,83,HowtoStyle,0:00:55,te7WNryF_P4,2024-11-14T00:00:00Z,0.05422233942803563,0.00747545708367108,243
TRYING This Was A REALLY BIG MISTAKE EVER!!✍️🔥 - #art #shorts,2024-11-13T08:38:19Z,22780859,624778,1734,HowtoStyle,0:00:42,8ba1q9xsrMQ,2024-11-14T00:00:00Z,0.027425568105223775,0.0027753858170422134,243
New Designe !!! #style #fashiontrends #fashion #explore #shortsfeed #menclothing #trending #suit,2024-11-13T08:06:59Z,499,18,1,HowtoStyle,0:00:11,lWffDAojduQ,2024-11-14T00:00:00Z,0.036072144288577156,0.05555555555555555,243
10 stitches you need to know #5 how to sew a ladder stitch #sewing #sewingforbeginners,2024-11-13T05:42:27Z,1128055,56543,137,HowtoStyle,0:00:17,6O7eZTbtZ3Y,2024-11-14T00:00:00Z,0.050124329044239864,0.002422934757618096,243
ladies bag new collection leather hand bags #handbags #fashion #shortvideo #shorts #short,2024-11-13T01:04:54Z,2227293,14017,84,HowtoStyle,0:00:09,B1vPOfU-kaY,2024-11-14T00:00:00Z,0.006293289656996184,0.005992723121923379,243
Sewing For Beginners !!! #sewingforbeginners #ytshorts #shortsfeed #style #shortsfeed #stitching,2024-11-12T20:42:33Z,3490,24,0,HowtoStyle,0:00:19,owNLwa1ZH10,2024-11-14T00:00:00Z,0.006876790830945559,0.0,244
Woman Living in a Perfect Tiny House with BEAUTIFUL Interior Design – Cost & Full Tour,2024-11-12T19:10:35Z,1099307,17015,627,HowtoStyle,0:15:26,iIkCpoj2hLM,2024-11-14T00:00:00Z,0.015477932915918848,0.03684983837790185,244
Breathing New Life into a Historic Ballroom - Full Episode Recap | Unsellable Houses | HGTV,2024-11-12T17:00:58Z,85490,1554,47,HowtoStyle,0:18:35,nDsmCP7AHzQ,2024-11-14T00:00:00Z,0.018177564627441807,0.030244530244530245,244
Story time : The most traumatic thing that has ever happened to me,2024-11-12T16:36:29Z,7878443,312268,10465,HowtoStyle,0:22:55,1CH8nUaA54c,2024-11-14T00:00:00Z,0.03963575036336495,0.03351287996208385,244
styling a bedazzled arm top❣️ #fashion finds ion,2024-11-12T16:33:20Z,6475385,311781,2994,HowtoStyle,0:00:25,qbetnQvJV8w,2024-11-14T00:00:00Z,0.0481486428992253,0.009602894339295853,244
Burning Different Objects with a Solar Concentrator: Testing the Power of Sunlight!,2024-11-12T12:02:54Z,97636086,1883226,1528,HowtoStyle,0:00:17,2_QLpYYss1A,2024-11-14T00:00:00Z,0.01928821685867252,0.0008113736747474812,244
This Without This | Paneer Butter Masala without Paneer😋 Find the full recipe on the Cookd App!,2024-11-11T13:43:47Z,16899464,632535,1141,HowtoStyle,0:00:58,QbHVH1sDqjQ,2024-11-14T00:00:00Z,0.037429293615466146,0.0018038527512311572,245
Drawing and coloring bluey waving and wearing a Christmas hat,2024-11-11T13:00:49Z,704,3,0,HowtoStyle,0:04:19,b_4fZkGwilc,2024-11-14T00:00:00Z,0.004261363636363636,0.0,245
🐺 A Sigma male WHO ALWAYS SPENDS TIME ALONE IS VERY DANGEROUS ?,2024-11-11T12:00:27Z,224,8,7,HowtoStyle,0:10:59,MhoLkU5Z1FE,2024-11-14T00:00:00Z,0.03571428571428571,0.875,245
How to sew a handbag easily and quickly! Miarti👜✂️,2024-11-11T10:30:30Z,814123,30380,143,HowtoStyle,0:00:58,oDpSESwynaM,2024-11-14T00:00:00Z,0.037316228628843554,0.004707044107965767,245
EXÍGETE A TOMAR ACCION TODO LOS DIAS |Jim Rohn - Discurso Motivacional,2024-11-10T21:33:16Z,961,26,0,HowtoStyle,0:38:45,tNUjcnIKl-A,2024-11-14T00:00:00Z,0.027055150884495317,0.0,246
The best hot chocolate ever 😍 #italianhotchocolate #easyrecipe,2024-11-10T16:18:56Z,1130289,51836,223,HowtoStyle,0:00:31,ptgwxVay61o,2024-11-14T00:00:00Z,0.04586083736106429,0.004302029477583147,246
A Spy Ninja Betrayed Me?,2024-11-10T16:01:55Z,3066837,22126,3257,HowtoStyle,0:23:09,0Ln8If2v8zU,2024-11-14T00:00:00Z,0.007214599276061949,0.14720238633282112,246
*WOW * 🌟 Real-Life Glow Up in a Pink Fantasy World 💅✨,2024-11-10T15:30:16Z,7541107,22849,322,HowtoStyle,0:25:54,wL70Gbt8ULY,2024-11-14T00:00:00Z,0.003029926508137333,0.014092520460414022,246
Kabootri: The Tale of Love & Betrayal - An Animated Musical Journey,2024-11-10T13:37:53Z,60,2,4,HowtoStyle,0:00:15,CmROWBlTkkc,2024-11-14T00:00:00Z,0.03333333333333333,2.0,246
Can I Buy A Beginner Mechanic Tool Kit from Walmart?,2024-11-10T12:12:00Z,786818,18939,712,HowtoStyle,0:26:45,y2IHnxbN8xA,2024-11-14T00:00:00Z,0.024070369513661354,0.03759438196314483,246
How to Draw Labubu Macaron | The Monsters,2024-11-10T02:13:23Z,1439982,7911,343,HowtoStyle,0:10:26,hZMEGneKDPQ,2024-11-14T00:00:00Z,0.005493818672733409,0.043357350524586016,246
"I Bought the SAME DRESS for $15, $50, $500, $5000",2024-11-09T14:30:19Z,11301895,251718,8182,HowtoStyle,0:21:36,k7Fo6FXlejA,2024-11-14T00:00:00Z,0.022272194176286366,0.03250462819504366,247
It's a joke 😅😋 // #oceanofdrawing #art #drawing #shortvideo #colourepencil #asmr,2024-11-09T13:44:00Z,13237077,448124,8258,HowtoStyle,0:00:15,05XlGojGVm4,2024-11-14T00:00:00Z,0.033853697459038726,0.018427935125099302,247
How to draw and color little bluey holding a balloon | drawing tutorial for kids,2024-11-09T13:00:11Z,245,0,0,HowtoStyle,0:04:24,7m2gTk2klp4,2024-11-14T00:00:00Z,N/A,N/A,247
Sewing For Beginners !!! #sewing #fashion #stitching ##style #explore #shorts #sewingforbeginners,2024-11-09T12:49:26Z,476,9,1,HowtoStyle,0:00:21,FXsnjEdfdAo,2024-11-14T00:00:00Z,0.018907563025210083,0.1111111111111111,247
Create a Super Fast SONIC Racing Game with Paper!,2024-11-09T11:00:04Z,1989827,24963,0,HowtoStyle,0:00:36,2TraUhsgKmo,2024-11-14T00:00:00Z,0.012545311728105007,0.0,247
Designing Cuff !!! #sewing #fashion #stitching #newdesign #trending #shorts #tailormade #style,2024-11-09T07:50:21Z,490,18,0,HowtoStyle,0:00:23,RxUcqX5HnQM,2024-11-14T00:00:00Z,0.036734693877551024,0.0,247
How they used to frame houses back in the day…🔨,2024-11-08T23:39:49Z,2138240,38926,1420,HowtoStyle,0:00:39,pzcFjnBvRiI,2024-11-14T00:00:00Z,0.018204691709069142,0.03647947387350357,248
7 HABITOS MATUTINOS QUE LE AGRADAN A DIOS | Discurso Motivacional - Jim Rohn,2024-11-08T22:27:54Z,1050,17,2,HowtoStyle,0:42:46,6znnf43msio,2024-11-14T00:00:00Z,0.01619047619047619,0.11764705882352941,248
Turning Free Pallets into a $599 Headboard (and building a bedframe) - Pallet Furniture Build,2024-11-08T20:08:05Z,202064,6361,555,HowtoStyle,0:48:44,hZ6s7suGx6Y,2024-11-14T00:00:00Z,0.0314801251088764,0.08725043232196196,248
Ever had trouble threading fur or bulky yarn through a needle? #crochet #knitting #tips,2024-11-08T19:12:40Z,2173374,33239,74,HowtoStyle,0:00:10,mAvIdY8p0X4,2024-11-14T00:00:00Z,0.015293732233844705,0.0022263004302175158,248
"Mastering Your ""Chimp Brain"": How to Prepare for Big Events Like a Pro",2024-11-08T18:15:00Z,16,0,0,HowtoStyle,0:01:47,DhwBRa3Ld0o,2024-11-14T00:00:00Z,N/A,N/A,248
Design Psychology: 8 Tips for a Cosy Home (Architect-Approved),2024-11-08T17:31:59Z,960080,45002,806,HowtoStyle,0:10:11,NzEFxxKVHxM,2024-11-14T00:00:00Z,0.0468731772352304,0.017910315097106794,248
Will Freeze Drying + Resin Preserve a Pumpkin Forever?,2024-11-08T16:25:16Z,1378696,63146,4850,HowtoStyle,0:39:46,83aqTTzSIgU,2024-11-14T00:00:00Z,0.04580124987669508,0.07680613182149305,248
The SECRET of Rumi's Life You Never Knew Existed,2024-11-13T17:00:39Z,41301,1068,123,Education,0:35:37,YAF84-9u1Rk,2024-11-14T00:00:00Z,0.025858938040241156,0.1151685393258427,243
How You Spot A BAD Lawyer,2024-11-13T16:02:35Z,93923633,4259060,8857,Education,0:01:00,r8Pyf8ijD9s,2024-11-14T00:00:00Z,0.04534598869274999,0.0020795668527797215,243
It is NOT EASY to be a coder!!!,2024-11-13T13:15:02Z,13013,1086,74,Education,0:03:04,KtQtgc6lw1E,2024-11-14T00:00:00Z,0.08345500653192961,0.06813996316758748,243
Why Allah Created A Horse #shorts #youtubeshorts #shortsviral,2024-11-13T07:13:29Z,2,0,0,Education,0:00:45,aPExfV3qL4c,2024-11-14T00:00:00Z,N/A,N/A,243
What is the punishment if a person kills another person ? #shorts,2024-11-13T05:30:27Z,20867,2358,6,Education,0:00:55,l9MIYLdipR0,2024-11-14T00:00:00Z,0.11300138975415729,0.002544529262086514,243
When You Think the Baby Finally Falls Asleep... #shorts #sherifflabrador,2024-11-13T02:00:22Z,4693145,74947,0,Education,0:00:23,PK0RClu9mbY,2024-11-14T00:00:00Z,0.0159694618427515,0.0,243
O que é uma personalidade Borderline? | ANA BEATRIZ,2024-11-13T01:35:45Z,232364,28671,225,Education,0:01:00,je-fy0QTkHI,2024-11-14T00:00:00Z,0.12338830455664389,0.007847650936486344,243
A bizarre probability fact,2024-11-12T23:09:05Z,1464706,108661,971,Education,0:02:49,Pny70rNPJLk,2024-11-14T00:00:00Z,0.07418621894086595,0.008936048812361382,244
What Is a 401(k)?,2024-11-12T22:35:44Z,27095992,1206048,2248,Education,0:00:37,z1r1DF5OgqA,2024-11-14T00:00:00Z,0.044510199146796325,0.0018639390803682771,244
"Mouse Math Make a Wish, Albert Read Aloud Book",2024-11-12T19:09:57Z,216,0,N/A,Education,0:04:58,gq03x-Kh6Bw,2024-11-14T00:00:00Z,N/A,N/A,244
"Cómo ayudar a nuestro cerebro ante una crisis. Por Ana Ibáñez, neurocientífica",2024-11-12T15:30:25Z,189997,13752,81,Education,0:00:54,pDaxCZKg6Eo,2024-11-14T00:00:00Z,0.07238009021195072,0.0058900523560209425,244
The Letter M is for Maze! #sesamestreet,2024-11-12T14:00:03Z,1740262,31520,0,Education,0:00:46,4mE1oBg_Jv8,2024-11-14T00:00:00Z,0.018112215287123434,0.0,244
Folk Pop Twins Cover System Of A Down On The Spot (Ft. Fionn),2024-11-12T13:00:33Z,2023747,66602,2970,Education,0:12:15,MG_cdpEMDKE,2024-11-14T00:00:00Z,0.03291024026224622,0.04459325545779406,244
The secret to reverse ageing that people don't want you to know about,2024-11-12T12:55:39Z,1152417,45648,298,Education,0:00:51,QXQSuM7XJ-c,2024-11-14T00:00:00Z,0.03961066176566295,0.006528215913073957,244
Are Wasp Stings Dangerous? | What if a Wasp Stings You? | How to Treat a Wasp Sting? | Dr. Binocs,2024-11-12T12:30:10Z,4540710,5779,0,Education,0:06:12,8Fz3qvNvLO8,2024-11-14T00:00:00Z,0.0012727084530833285,0.0,244
Este negocio le devolvió la vida a mi familia,2024-11-12T11:01:01Z,547,18,1,Education,0:44:18,lvmP8vd5LqI,2024-11-14T00:00:00Z,0.03290676416819013,0.05555555555555555,244
A parte mais engraçada: Comi tudo!Kkkk,2024-11-12T01:30:22Z,107,15,N/A,Education,0:00:21,s9vM34YBoFg,2024-11-14T00:00:00Z,N/A,N/A,244
Jesus Explains What the Path to True Life is Like,2024-11-12T01:00:06Z,566741,24571,696,Education,0:07:02,0iJ1-_nH47c,2024-11-14T00:00:00Z,0.043354901092386114,0.028326075454804443,244
The Largest Successful Heists in History,2024-11-12T00:19:53Z,1730392,49216,1304,Education,0:12:47,L_A1yvhL4gM,2024-11-14T00:00:00Z,0.02844211022704682,0.026495448634590378,244
Fun with ABCD : Alphabets Guide | A to Z | Vedant Education Kids,2024-11-11T17:30:10Z,7359,30,0,Education,0:03:51,qHX1ZkUqp4Y,2024-11-14T00:00:00Z,0.0040766408479412965,0.0,245
That's NOT a chicken 🫣 Catch! Teenieping is now playing on Netflix!,2024-11-11T15:00:00Z,37528820,542221,0,Education,0:00:30,ouh9uPhAAdY,2024-11-14T00:00:00Z,0.014448122802688706,0.0,245
The Tragedy of Compaq,2024-11-10T23:00:04Z,1315346,21077,1823,Education,0:33:14,47ovT_hYlt8,2024-11-14T00:00:00Z,0.01602392070223348,0.08649238506428808,246
"The Hidden Genes of Germany: A 10,000-Year DNA Story",2024-11-10T18:09:36Z,1224656,25693,3011,Education,0:20:17,uOWw6a3DZ98,2024-11-14T00:00:00Z,0.02097976901268601,0.11719145292492118,246
Another history story of an icon#history #historyfact #worldhistory #worldhistoryfacts  #historytime,2024-11-10T16:59:40Z,903,24,3,Education,0:00:54,vqE8HkCmp34,2024-11-14T00:00:00Z,0.026578073089700997,0.125,246
How to build a Shopify store,2024-11-10T12:00:22Z,546104,12086,58,Education,0:00:26,KWWGLx3KNRQ,2024-11-14T00:00:00Z,0.0221313156468365,0.004798940923382426,246
Couldn't expect THIS in a barbershop l ASMR Powerful massage and chiro adjustments by @Münür Önkan,2024-11-09T20:24:06Z,1162736,15904,989,Education,0:47:27,Use7Wn9ksYQ,2024-11-14T00:00:00Z,0.013678083417043938,0.06218561368209256,247
How A Diplomatic Crisis Caused WW1,2024-11-09T17:46:11Z,252339,3670,397,Education,1:55:37,vkZlr16FMXo,2024-11-14T00:00:00Z,0.014543927018811995,0.10817438692098093,247
A comme Avion ✈️ apprendre l'alphabet en chantant #maternelle #education #comptines #chansonalphabet,2024-11-09T16:54:21Z,2604062,28855,0,Education,0:00:55,mvkkGmH8pLY,2024-11-14T00:00:00Z,0.011080765358121273,0.0,247
The Subtle Art of Losing Yourself - Full Life Changing Documentary,2024-11-09T15:00:07Z,1538922,42224,2024,Education,0:45:11,9KArWcMldPM,2024-11-14T00:00:00Z,0.027437387989774662,0.04793482379689276,247
I Ate Illegal Foods Around The World,2024-11-09T15:00:42Z,3215565,50520,3035,Education,0:12:17,c-OSOAviXEw,2024-11-14T00:00:00Z,0.015711080323364632,0.060075217735550274,247
How to Draw a Cute Unicorn Simple & Easy for Kids,2024-11-09T13:30:29Z,736225,4956,0,Education,0:08:19,qQ-ecQHP_uM,2024-11-14T00:00:00Z,0.0067316377466127885,0.0,247
The Dark Side of Romantic Love. Dependency and Red Flags www.thespanishontheroad.com #spanishlessons,2024-11-09T13:01:11Z,0,0,0,Education,0:00:30,wI95E1r6m4U,2024-11-14T00:00:00Z,N/A,N/A,247
Signs of a Great Professor,2024-11-08T19:50:41Z,18689885,914635,3279,Education,0:00:32,spDRYKlikHI,2024-11-14T00:00:00Z,0.048937433269386085,0.0035850366539657897,248
Peppa Pig  Once Upon A Time Peppa’s Fairy Tale Read Aloud Book,2024-11-08T16:11:53Z,2417,4,N/A,Education,0:08:20,j4ML9MUqolw,2024-11-14T00:00:00Z,N/A,N/A,248
Feeding Blood to a Venus Flytrap,2024-11-08T14:35:45Z,8599831,114011,729,Education,0:01:00,NnioHK829Dc,2024-11-14T00:00:00Z,0.013257353545668513,0.006394119865627001,248
CAT Previous Year Questions | CAT 2023 Questions solution with tricks KYMS Academy  #catpreparation,2024-11-08T13:35:22Z,72,15,0,Education,0:01:00,HSriMYdCxVM,2024-11-14T00:00:00Z,0.20833333333333334,0.0,248
How to become a Graphic designer | Complete Guide,2024-11-08T12:30:44Z,279297,13027,327,Education,0:07:25,qDzOERQmrXM,2024-11-14T00:00:00Z,0.04664210499933762,0.025101711829277656,248
The crazy' law of china #shorts #historical #ancient #rules,2024-11-07T17:02:24Z,225,13,1,Education,0:00:32,KAsrzNtvTmc,2024-11-14T00:00:00Z,0.057777777777777775,0.07692307692307693,249
The People In My Family | Mother Father Sister Brother and more! | Super Simple Songs,2024-11-07T15:01:05Z,8517592,8851,0,Education,0:02:27,yDua9ms9_eg,2024-11-14T00:00:00Z,0.0010391434574466586,0.0,249
Building a PC to BEAT the PS5 Pro!,2024-11-13T21:13:37Z,2728912,77305,6289,ScienceTech,0:20:29,T4xAQGwpO10,2024-11-14T00:00:00Z,0.028328139566244716,0.08135308194812754,243
Subscribe To Win a Brand New Truck!,2024-11-13T18:34:12Z,33670118,1289079,3569,ScienceTech,0:01:00,mRmpAOCv06w,2024-11-14T00:00:00Z,0.038285550410010444,0.0027686433492439175,243
Essential Gardening Tools + Solar Lights for a Stunning Garden,2024-11-13T14:02:18Z,11715591,229056,135,ScienceTech,0:00:50,NfbOBm1e90g,2024-11-14T00:00:00Z,0.019551382427058096,0.0005893755238893546,243
"Speaker Factory, do you know how to make a speaker driver?",2024-11-13T10:00:06Z,8587112,69062,66,ScienceTech,0:00:11,4MQuGENbAuo,2024-11-14T00:00:00Z,0.00804251767066739,0.0009556630274246329,243
👉 Link na bio! 🔗,2024-11-13T00:24:23Z,3,0,0,ScienceTech,0:00:23,hH7pXdZvA0Q,2024-11-14T00:00:00Z,N/A,N/A,243
A Conversation with Astrophysicist J. Richard Gott III,2024-11-12T21:08:44Z,2086552,26549,2932,ScienceTech,1:33:52,VFmHSnnI0OA,2024-11-14T00:00:00Z,0.01272386214194518,0.11043730460657653,244
A BOLA PERFEITA de OVO,2024-11-12T21:00:10Z,1015463,69010,1860,ScienceTech,0:14:47,ADyx5k3Vg8k,2024-11-14T00:00:00Z,0.06795914769912838,0.026952615562961888,244
Celulares USADOS que VALE A PENA 📱✨,2024-11-12T20:56:30Z,452362,41836,347,ScienceTech,0:00:50,OGw6bAvOlCM,2024-11-14T00:00:00Z,0.09248345351731578,0.00829429199732288,244
Scrub Daddy & Scrub Mommy is a good kitchen companions,2024-11-12T16:02:33Z,10773894,219502,246,ScienceTech,0:00:51,2ZTZFeQd_rQ,2024-11-14T00:00:00Z,0.020373506552041443,0.0011207187178248945,244
Unbelievable Speed! Testing the 2025 Chevrolet Corvette C9 – A True Supercar?,2024-11-12T07:28:38Z,338,5,2,ScienceTech,0:02:38,s9QQgphTZUU,2024-11-14T00:00:00Z,0.014792899408284023,0.4,244
Stefy la strega 🧙ti aiuterà a dire S+consonante,2024-11-12T06:00:13Z,2073344,22040,0,ScienceTech,0:00:40,FhINKvR0Pmk,2024-11-14T00:00:00Z,0.010630170391406346,0.0,244
"The US NASA Supersonic X-59 Jets Takeoff : Quiet and So Deadly, The Secret That Has Been Revealed",2024-11-11T22:15:00Z,4723,48,4,ScienceTech,0:08:05,Q9_6v7fG7bc,2024-11-14T00:00:00Z,0.010163031971204743,0.08333333333333333,245
SEQUESTRARAM A EMILLY NESSE VÍDEO ...,2024-11-11T15:00:08Z,8408695,111825,4787,ScienceTech,0:09:26,8EplRp-OrRk,2024-11-14T00:00:00Z,0.01329873422689252,0.04280795886429689,245
Clean Air Events: A Musician's Perspective on COVID-19 Mitigation,2024-11-11T13:06:02Z,3,1,0,ScienceTech,0:18:41,PKCxzIMRHVo,2024-11-14T00:00:00Z,0.3333333333333333,0.0,245
The Big Silence: Parental Estrangement From A Buddhist Perspective,2024-11-11T12:59:14Z,17,0,0,ScienceTech,0:11:10,aFSO_BMmOKc,2024-11-14T00:00:00Z,N/A,N/A,245
A Fragile World Order,2024-11-11T12:49:20Z,3,0,2,ScienceTech,0:14:10,vDjLZNRQ4Tg,2024-11-14T00:00:00Z,N/A,N/A,245
Covid-19: A risk assessment too far? A blog by David Osborn,2024-11-11T12:48:15Z,1,0,0,ScienceTech,0:08:05,gxo_76U2340,2024-11-14T00:00:00Z,N/A,N/A,245
What's the most dangerous plant in the world?,2024-11-11T11:00:59Z,1921136,1844,0,ScienceTech,0:06:53,looyr4o0AQc,2024-11-14T00:00:00Z,0.0009598487561526097,0.0,245
"Gigino e Gigetto ti insegnano a dire Gi, cantando🎶",2024-11-11T07:00:36Z,3422083,34074,0,ScienceTech,0:00:39,yZJqSBWS7xw,2024-11-14T00:00:00Z,0.009957093384350994,0.0,245
Copo Térmico Inox 1200ml: A Bebida Perfeita Sempre na Temperatura Certa!,2024-11-10T21:57:45Z,106,3,0,ScienceTech,0:00:17,GnStWx-cP10,2024-11-14T00:00:00Z,0.02830188679245283,0.0,246
How to install and remove a graphics card,2024-11-10T17:00:04Z,475966,12346,101,ScienceTech,0:00:55,4RHMnl7D1Mc,2024-11-14T00:00:00Z,0.025938827563313345,0.008180787299530212,246
Did You Know a Whip Breaks the Sound Barrier?,2024-11-10T13:00:02Z,23198778,1062728,8023,ScienceTech,0:00:20,1VNXPQG_GgY,2024-11-14T00:00:00Z,0.04580965428437653,0.007549438802779263,246
A verdade sobre TESTES de QI,2024-11-09T15:30:21Z,1367817,90179,9112,ScienceTech,0:17:42,cfQu-qxLFNI,2024-11-14T00:00:00Z,0.06592914110586431,0.10104348018940108,247
"Before You Get a 3D Printer, Watch This",2024-11-09T15:00:48Z,537894,11649,272,ScienceTech,0:08:35,uAMSXqYDRwI,2024-11-14T00:00:00Z,0.021656683287041685,0.023349643746244313,247
A LETÍCIA ESTÁ GRAVIDA E LEOZIN É O PAI *Deu confusão!,2024-11-09T15:00:42Z,8102661,124543,7644,ScienceTech,0:09:56,dHeVqSjbspM,2024-11-14T00:00:00Z,0.015370629475921552,0.061376392089479134,247
I hacked the DINO game,2024-11-09T11:29:00Z,47354588,1117360,10779,ScienceTech,0:00:16,7CDoba2Lkh8,2024-11-14T00:00:00Z,0.023595601760910686,0.009646846137323691,247
Is That REALLY A Mirror?,2024-11-08T20:13:03Z,2690908,223460,527,ScienceTech,0:00:57,tDr78a-kCGc,2024-11-14T00:00:00Z,0.08304260123348699,0.002358363913004565,248
The PS5 Pro is a tough sell - PS5 Pro,2024-11-08T20:04:29Z,1318043,31850,3784,ScienceTech,0:10:59,-ksYAeyqZrQ,2024-11-14T00:00:00Z,0.02416461374932381,0.11880690737833595,248
Top Trending 10 Best Personal Robots for 2025 – Meet the Robots of Tomorrow!,2024-11-08T18:15:48Z,739306,3239,62,ScienceTech,0:12:11,hiRlhyNcw2I,2024-11-14T00:00:00Z,0.004381135821973581,0.019141710404445816,248
The Periodic Table in a 2D World,2024-11-08T16:13:05Z,506589,19595,656,ScienceTech,0:04:22,r4xGVk_2eT8,2024-11-14T00:00:00Z,0.03868027138370553,0.03347792804286808,248
QUEM FIZER A MELHOR COMIDA GIGANTE VENCE *Grupo dos Rosa,2024-11-08T15:00:38Z,4015056,62150,6204,ScienceTech,0:14:05,Sb0Gqe6QymU,2024-11-14T00:00:00Z,0.015479236155112158,0.09982300884955753,248
The Coolest Free Local Multiplayer Gaming App! 🤯,2024-11-08T14:26:38Z,435157,27613,107,ScienceTech,0:00:41,I0UIsX4vQ4I,2024-11-14T00:00:00Z,0.06345525867675345,0.003874986419440119,248
EXPLICANDO A DECOLAGEM - V1 #aviation #takeoff #airbus #avgeek #aviationlovers #shortvideo #shorts,2024-11-07T23:28:02Z,3356692,177673,897,ScienceTech,0:00:19,ijCEA0qe_zo,2024-11-14T00:00:00Z,0.052930980858535724,0.005048600518930845,249
THE POWER SYSTEMS! | Real Life Power Armor (Part 2/6),2024-11-07T21:00:28Z,2181296,85835,3411,ScienceTech,0:29:32,grb8xbQtlpE,2024-11-14T00:00:00Z,0.03935045954331737,0.039739034193510804,249
This Ultrasonic Cleaner is a Game Changer #shortvideo #teugu #viralshorts,2024-11-07T14:39:56Z,15213610,254064,238,ScienceTech,0:00:47,tUzacUlqDJI,2024-11-14T00:00:00Z,0.016699783943455893,0.0009367718370174444,249
How to Setup a New Laptop - Step By Step [FULL GUIDE],2024-11-07T10:30:07Z,485366,13727,296,ScienceTech,0:17:16,L7oG0y0BUVg,2024-11-14T00:00:00Z,0.028281750266808965,0.0215633423180593,249
"A transição energética é mais urgente do que nunca, e nós estamos na linha de frente dessa mudança.",2024-11-06T21:24:43Z,4242873,2636,N/A,ScienceTech,0:00:58,ktOk2BKs4JM,2024-11-14T00:00:00Z,N/A,N/A,250
Bot self-destructs after taking a major hit | Vegas All Stars | BattleBots,2024-11-06T17:00:43Z,640305,8484,66,ScienceTech,0:00:37,lmhZ1MqShkA,2024-11-14T00:00:00Z,0.01324993557757631,0.007779349363507779,250
#Electric #Trains - #REM - #575 – Dusk on the bridge - 23/08/2024,2024-11-06T15:24:02Z,64,0,0,ScienceTech,0:03:08,R2qQhYcOL0w,2024-11-14T00:00:00Z,N/A,N/A,250
God’s not a vending machine,2024-11-13T21:47:32Z,5854,628,24,NonprofitsActivism,0:01:00,GQEzdgajdDQ,2024-11-14T00:00:00Z,0.10727707550392894,0.03821656050955414,243
The Secret to Raising Mentally Strong Kids in a Fragile World | Jennifer Cohen | TEDxCoral Springs,2024-11-13T16:01:30Z,284373,16228,138,NonprofitsActivism,0:17:31,5nMOfdH7MlA,2024-11-14T00:00:00Z,0.05706589584805871,0.008503820557061868,243
Money and Sex: The Surprising Connection | Courtney Fae Long | TEDxTralee,2024-11-13T15:58:52Z,555532,20692,500,NonprofitsActivism,0:16:08,6Cmoq06v1J0,2024-11-14T00:00:00Z,0.03724717928040149,0.02416392808815001,243
The Unseen Struggle: Trusting Visions as a Seer,2024-11-13T13:00:42Z,26664,1208,131,NonprofitsActivism,0:22:40,UuWd-edxAR4,2024-11-14T00:00:00Z,0.045304530453045305,0.10844370860927152,243
Can we even make a difference?,2024-11-12T19:15:56Z,3827,23,5,NonprofitsActivism,0:01:16,wTG5YKN6xFo,2024-11-14T00:00:00Z,0.006009929448654298,0.21739130434782608,244
Cases like Gisele Pelicot’s are a devastating reminder of why our mission is so urgent.,2024-11-12T18:30:16Z,4116,292,12,NonprofitsActivism,0:00:59,hHy9MOKCAgA,2024-11-14T00:00:00Z,0.07094266277939747,0.0410958904109589,244
What would a conscious AI look like? | Heather Berlin | TEDxKC,2024-11-12T18:00:25Z,44060,1131,101,NonprofitsActivism,0:18:05,jKI2-rN5uGU,2024-11-14T00:00:00Z,0.025669541534271447,0.08930150309460655,244
Small steps towards a heart-healthy mindset | Robert Kelly | TEDxTralee,2024-11-12T16:29:23Z,1000994,44520,426,NonprofitsActivism,0:16:25,zi2-m62oWYQ,2024-11-14T00:00:00Z,0.0444757910636827,0.009568733153638815,244
TEMPO DE PROFETIZAR A PAZ DE DEUS EM MEIO À GUERRA DOS HOMENS || Pr. Carlito Paes,2024-11-12T15:00:12Z,3356,246,3,NonprofitsActivism,0:41:49,Avh3jCuugcg,2024-11-14T00:00:00Z,0.0733015494636472,0.012195121951219513,244
#DIP2025 | Obligados a Huir,2024-11-12T13:50:01Z,7240,328,13,NonprofitsActivism,0:02:40,Q5-btkZmtoo,2024-11-14T00:00:00Z,0.045303867403314914,0.039634146341463415,244
