Title,Date,Views,Likes,ViewsLog,LikesLog,Comments,Category,Duration,VideoID,Extracted,LTV,CTV,Diff,CommentsGroup,DiffGroup
Black Man Helps a MILLIONAIRE Fix Her Broken Car - When She Sees the Necklace Around His Neck...,2025-07-07T18:00:00Z,1,1,0.0,0.0,0,FilmAnimation,1948,-5_nCeJR-VU,2025-7-08T00:00:00Z,1.0,0.0,31,No Comments,<= 1 month
Is The Mazda RX-8 Worth Buying In 2025???,2025-07-07T18:00:38Z,948,49,2.976808337338066,2.976808337338066,24,AutosVehicles,626,bBuZmSt5iV4,2025-7-08T00:00:00Z,0.05168776371308017,0.02531645569620253,31,11-100 Comments,<= 1 month
Dream to become a rider pulsar n160 #n160#pulsarn160 #ñ16tride#motovlog#rider#bike#night#nightride,2025-07-07T14:22:05Z,1054,23,3.022840610876528,3.022840610876528,0,AutosVehicles,16,2enjXQDHowY,2025-7-08T00:00:00Z,0.021821631878557873,0.0,31,No Comments,<= 1 month
¿El MEJOR Carplay ? CARPURIDE W702S PRO ! Review SINCERO y en detalle !!,2025-07-06T18:30:06Z,1285,30,3.1089031276673134,3.1089031276673134,11,AutosVehicles,2483,87ut-a2I8Xs,2025-7-08T00:00:00Z,0.023346303501945526,0.008560311284046693,32,11-100 Comments,<= 1 year
I BOUGHT MY DAD A FLOOD DAMAGED ASTON MARTIN DBX,2025-07-06T17:00:33Z,6095761,236758,6.78502793103234,6.78502793103234,6264,AutosVehicles,2181,Q5BYxD0wvNc,2025-7-08T00:00:00Z,0.0388397773469137,0.0010275993432157199,32,1001+ Comments,<= 1 year
"Prepare for a chilling journey into the depths of fear with ""Horror Daughter!"" 🎃",2025-07-05T16:13:51Z,63,1,1.7993405494535817,1.7993405494535817,0,AutosVehicles,43,VVqkBhM4jl0,2025-7-08T00:00:00Z,0.015873015873015872,0.0,33,No Comments,<= 1 year
"Can a 1,000hp BMW M3 beat a Ferrari SF90?",2025-07-05T10:04:00Z,1733874,56781,6.239017534263056,6.239017534263056,3313,AutosVehicles,985,rzQAUODAd4s,2025-7-08T00:00:00Z,0.03274805435689099,0.0019107501467811386,33,1001+ Comments,<= 1 year
"I Bought A Fire-Damaged $2,000,000 Porsche 918 Spyder And It’s Worse Than You Can Imagine",2025-07-03T17:01:18Z,2465281,101116,6.391866428600712,6.391866428600712,9415,AutosVehicles,3180,tza6FwvFPcM,2025-7-08T00:00:00Z,0.04101601399597044,0.003819037261878058,35,1001+ Comments,<= 1 year
Saved from the Crusher! Peugeot 206 CC With Only 21K Miles – Win It for £2.50!,2025-07-02T16:30:08Z,182,10,2.2600713879850747,2.2600713879850747,6,AutosVehicles,805,JJp-ZMtTv5I,2025-7-08T00:00:00Z,0.054945054945054944,0.03296703296703297,36,1-10 Comments,<= 1 year
Own Every Mile with the F4 | VCarts Luxury 4-Seater Golf Cart,2025-07-02T16:00:57Z,67,1,1.8260748027008264,1.8260748027008264,0,AutosVehicles,14,Ve7TNfId308,2025-7-08T00:00:00Z,0.014925373134328358,0.0,36,No Comments,<= 1 year
Easy Cruises with the ECO4 Electric Cart,2025-07-01T19:30:11Z,8,0,0.9030899869919435,0.9030899869919435,0,AutosVehicles,9,ywTL2IdDp6c,2025-7-08T00:00:00Z,0.0,0.0,37,No Comments,<= 1 year
Ford T Bucket Tweedy Pie 1920,2025-06-30T15:24:03Z,31516,933,4.49853109180724,4.49853109180724,26,AutosVehicles,20,LD9IHNoWqrk,2025-7-08T00:00:00Z,0.02960401066125143,0.0008249777890595254,38,11-100 Comments,<= 1 year
She Bought a Mini Bike...,2025-06-28T15:01:00Z,2685648,35727,6.4290490903597215,6.4290490903597215,5241,AutosVehicles,879,WJN6W9bZrRY,2025-7-08T00:00:00Z,0.01330293471072903,0.0019514843345069793,40,1001+ Comments,<= 1 year
The AMG G 63 4x4 Next to Normal People 🚘😂 #shorts #mercedes #gwagon #suv,2025-06-27T11:27:55Z,1959,37,3.2920344359947364,3.2920344359947364,0,AutosVehicles,14,Te3B00ZgBlM,2025-7-08T00:00:00Z,0.018887187340479835,0.0,41,No Comments,<= 1 year
5 cose che avrei VOLUTO SAPERE prima di iniziare a VIAGGIARE IN MOTO (a lungo)! 🇧🇷,2025-06-26T02:45:14Z,1138,119,3.056142262059052,3.056142262059052,42,AutosVehicles,658,2_GBXPyRsy0,2025-7-08T00:00:00Z,0.10456942003514938,0.03690685413005272,42,11-100 Comments,<= 1 year
"""To feel for the smallest soul...is the greatest sign of a true heart.""#humildade #cat",2025-06-23T04:45:03Z,34057,2168,4.53220638934508,4.53220638934508,90,AutosVehicles,61,rl1e8gyueFQ,2025-7-08T00:00:00Z,0.06365798514255513,0.002642628534515665,45,11-100 Comments,<= 1 year
"""When a Human Becomes a Real-Life Angel 🐒👼""#emocionante #shorts",2025-06-22T15:09:44Z,19115,834,4.281374302355047,4.281374302355047,22,AutosVehicles,56,nA6Dx3w6RGk,2025-7-08T00:00:00Z,0.043630656552445725,0.0011509285901124772,46,11-100 Comments,<= 1 year
